"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.602836381992370e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.205034778431855e+04, 1.000000000000000e-10, 1.373973534164893e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.650387511904085e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.303397124936087e+04, 1.000000000000000e-10, 1.358969036435966e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 4.142197442635893e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.123784142770730e+04, 1.000000000000000e-10, 1.193656635689947e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 4.246220395832403e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.294813699854368e+04, 1.000000000000000e-10, 1.163392730214087e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 4.100022027418576e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.030295315572753e+04, 1.000000000000000e-10, 1.203067396882972e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 4.036175104449658e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.903386777328912e+04, 1.000000000000000e-10, 1.219585232215169e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.066599781011367e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.937643446777656e+04, 1.000000000000000e-10, 1.207867200929758e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.102237372360080e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.980946529324152e+04, 1.000000000000000e-10, 1.194956152545810e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.095535464960837e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.953370347604588e+04, 1.000000000000000e-10, 1.194645249838145e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.072961085550336e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.901482671238050e+04, 1.000000000000000e-10, 1.199338267420562e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.068923916676703e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.883942222280666e+04, 1.000000000000000e-10, 1.198988582183707e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.072388185269427e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.881262507269425e+04, 1.000000000000000e-10, 1.196752161900758e+09
