"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.584096906396274e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.109636076745276e+04, 1.000000000000000e-10, 1.369618540591271e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.621492199575854e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.191939405570852e+04, 1.000000000000000e-10, 1.358803890252451e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 4.125121632854027e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.020730513245534e+04, 1.000000000000000e-10, 1.188422968427651e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 4.230264688097043e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.191090897039951e+04, 1.000000000000000e-10, 1.157755743875815e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 4.086372388675685e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.932002674783189e+04, 1.000000000000000e-10, 1.196533041207585e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 4.024068249620728e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.807618962485121e+04, 1.000000000000000e-10, 1.212334264715276e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.055686292690601e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.842449077639332e+04, 1.000000000000000e-10, 1.200137435297406e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.092584191257465e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.886841413497554e+04, 1.000000000000000e-10, 1.186823871676132e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.087885634299791e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.862533584241765e+04, 1.000000000000000e-10, 1.185869043823489e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.067059245478877e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.813633251628667e+04, 1.000000000000000e-10, 1.189943862856482e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.063946855933520e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.797447803394374e+04, 1.000000000000000e-10, 1.189265102727877e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.068117801598529e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.795679927187818e+04, 1.000000000000000e-10, 1.186791313407503e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.069667018588821e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.791444481994590e+04, 1.000000000000000e-10, 1.185360893963737e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.064126420101600e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.776884047929333e+04, 1.000000000000000e-10, 1.186207352578612e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.053166300813510e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.754763974818517e+04, 1.000000000000000e-10, 1.188894730540212e+09
19, 9.587677714000000e-01, 1.101421520000000e-02, 4.038549222209958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.727994670711117e+04, 1.000000000000000e-10, 1.192846569867543e+09
20, 9.558141732000000e-01, 1.151866560000000e-02, 4.025227353655776e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.704053683991109e+04, 1.000000000000000e-10, 1.196534374445076e+09
21, 9.528595023999999e-01, 1.201680390000000e-02, 4.021072705150305e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.695661163597160e+04, 1.000000000000000e-10, 1.197554014454580e+09
22, 9.499050355999999e-01, 1.251614840000000e-02, 4.022727162971914e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.696781683322084e+04, 1.000000000000000e-10, 1.196775422827001e+09
23, 9.469515835000000e-01, 1.302146080000000e-02, 4.021924431089515e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.693734569304289e+04, 1.000000000000000e-10, 1.196782485652750e+09
24, 9.439982552000000e-01, 1.352749770000000e-02, 4.011980939953513e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.675057250120504e+04, 1.000000000000000e-10, 1.199459367155304e+09
25, 9.410437731000000e-01, 1.402674480000000e-02, 3.993247387867417e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.641484628058282e+04, 1.000000000000000e-10, 1.204727675248506e+09
26, 9.380870172000000e-01, 1.451233270000000e-02, 3.981277227713617e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.618886504042568e+04, 1.000000000000000e-10, 1.207944655308315e+09
27, 9.351283061000000e-01, 1.498587720000000e-02, 3.983260291692498e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.619577232811379e+04, 1.000000000000000e-10, 1.206947042450890e+09
28, 9.321688618000000e-01, 1.545482400000000e-02, 3.989209903561710e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.626813695512302e+04, 1.000000000000000e-10, 1.204750413290719e+09
29, 9.292098398000000e-01, 1.592642560000000e-02, 3.988563611582679e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.623277103100595e+04, 1.000000000000000e-10, 1.204576997762797e+09
30, 9.262511042000000e-01, 1.639982330000000e-02, 3.976298215462791e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.600289636681015e+04, 1.000000000000000e-10, 1.207883845202915e+09
31, 9.232923687000000e-01, 1.687322100000000e-02, 3.961711929336441e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.573397566992727e+04, 1.000000000000000e-10, 1.211931979263755e+09
32, 9.203336331000000e-01, 1.734661870000000e-02, 3.962967441908024e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.572586843097773e+04, 1.000000000000000e-10, 1.211091843745144e+09
33, 9.173752952000001e-01, 1.782249320000000e-02, 3.964825422978992e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.573389357593880e+04, 1.000000000000000e-10, 1.210188879466615e+09
34, 9.144172403000000e-01, 1.830012520000000e-02, 3.958176846902531e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.560261942724566e+04, 1.000000000000000e-10, 1.211923811978092e+09
35, 9.114582624000001e-01, 1.877199790000000e-02, 3.942901437309954e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.532838844469690e+04, 1.000000000000000e-10, 1.216296168333058e+09
36, 9.084972381000000e-01, 1.923083950000000e-02, 3.932026309553580e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.512532099117382e+04, 1.000000000000000e-10, 1.219306683520628e+09
37, 9.055342297000000e-01, 1.967670440000000e-02, 3.929249259438509e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.506300181298965e+04, 1.000000000000000e-10, 1.219916379082684e+09
38, 9.025703724000000e-01, 2.011689840000000e-02, 3.931204807476430e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.508322458898930e+04, 1.000000000000000e-10, 1.219093311350626e+09
39, 8.996067964000000e-01, 2.055898050000000e-02, 3.933691220594004e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.511404074830320e+04, 1.000000000000000e-10, 1.218163292692217e+09
40, 8.966435791000000e-01, 2.100346310000000e-02, 3.932418391554898e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.508761712101913e+04, 1.000000000000000e-10, 1.218475013915099e+09
41, 8.936803618000000e-01, 2.144794570000000e-02, 3.927448400394756e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.499610635968178e+04, 1.000000000000000e-10, 1.219873933227387e+09
42, 8.907171444000000e-01, 2.189242830000000e-02, 3.923560290721911e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.492168147101328e+04, 1.000000000000000e-10, 1.220926632222273e+09
43, 8.877539271000000e-01, 2.233691090000000e-02, 3.917433074382445e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.481336415153776e+04, 1.000000000000000e-10, 1.222728531403876e+09
44, 8.847907098000000e-01, 2.278139350000000e-02, 3.903402554812834e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.457786108276140e+04, 1.000000000000000e-10, 1.227090214811111e+09
45, 8.818274925000000e-01, 2.322587610000000e-02, 3.897082659280152e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.446618204122496e+04, 1.000000000000000e-10, 1.228968322150687e+09
46, 8.788643591999999e-01, 2.367091770000000e-02, 3.902112637494686e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.454207759789111e+04, 1.000000000000000e-10, 1.227249875349771e+09
47, 8.759017882000000e-01, 2.411968790000000e-02, 3.904683019321334e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.458311980878311e+04, 1.000000000000000e-10, 1.226454124333559e+09
48, 8.729389200000000e-01, 2.456648860000000e-02, 3.897862115515890e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.446753223046974e+04, 1.000000000000000e-10, 1.228556810269062e+09
49, 8.699746207000000e-01, 2.500367940000000e-02, 3.882149946694753e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.420417967611177e+04, 1.000000000000000e-10, 1.233486969681007e+09
50, 8.670081947000000e-01, 2.542619980000000e-02, 3.873124738127833e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.404776735021852e+04, 1.000000000000000e-10, 1.236198833643019e+09
51, 8.640404269000000e-01, 2.583920470000000e-02, 3.878161519441779e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.412739108831151e+04, 1.000000000000000e-10, 1.234573602002030e+09
52, 8.610724042000000e-01, 2.625037680000000e-02, 3.888171714713708e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.429229476437156e+04, 1.000000000000000e-10, 1.231385376740610e+09
53, 8.581049055000000e-01, 2.666531320000000e-02, 3.892736047410512e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.437486511881235e+04, 1.000000000000000e-10, 1.230053284294544e+09
54, 8.551374771000000e-01, 2.708075320000000e-02, 3.887512497690233e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.429363374398042e+04, 1.000000000000000e-10, 1.231765208984927e+09
55, 8.521700487000000e-01, 2.749619320000000e-02, 3.879286708664422e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.415274618944198e+04, 1.000000000000000e-10, 1.234300284563528e+09
56, 8.492026203000000e-01, 2.791163320000000e-02, 3.874763710308069e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.407781214321046e+04, 1.000000000000000e-10, 1.235738916902554e+09
57, 8.462351919000000e-01, 2.832707310000000e-02, 3.866562753417368e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.394103377166084e+04, 1.000000000000000e-10, 1.238341444375510e+09
58, 8.432677635000000e-01, 2.874251310000000e-02, 3.863114493849117e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.388247462165140e+04, 1.000000000000000e-10, 1.239425231759023e+09
59, 8.403003351000000e-01, 2.915795310000000e-02, 3.866529458181154e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.393769871094557e+04, 1.000000000000000e-10, 1.238310649548665e+09
60, 8.373332662000000e-01, 2.957595020000000e-02, 3.869144770295178e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.398542643562251e+04, 1.000000000000000e-10, 1.237545022371273e+09
61, 8.343664342000000e-01, 2.999562810000000e-02, 3.863782031489202e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.390091655898595e+04, 1.000000000000000e-10, 1.239322257837351e+09
62, 8.313987667000000e-01, 3.040934680000000e-02, 3.850272513981676e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.368080431532968e+04, 1.000000000000000e-10, 1.243741014004550e+09
63, 8.284292787999999e-01, 3.080977400000000e-02, 3.842500011361948e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.354946946407101e+04, 1.000000000000000e-10, 1.246204470084715e+09
64, 8.254580666000000e-01, 3.119721670000000e-02, 3.844255138585514e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.357915487857349e+04, 1.000000000000000e-10, 1.245646127953909e+09
65, 8.224861366000000e-01, 3.157912440000000e-02, 3.851133243773947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.369535246466409e+04, 1.000000000000000e-10, 1.243448294859461e+09
