"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.650483079361055e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.188922679324348e+04, 1.000000000000000e-10, 1.338720465355358e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.690052674031338e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.267317515162536e+04, 1.000000000000000e-10, 1.326323775929851e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 4.183661938429080e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.085520683427842e+04, 1.000000000000000e-10, 1.167100350661876e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 4.284584173699045e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.250694623611745e+04, 1.000000000000000e-10, 1.138871653783163e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 4.136370731487182e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.989984035376547e+04, 1.000000000000000e-10, 1.178367343714320e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 4.074161497829828e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.871642936391213e+04, 1.000000000000000e-10, 1.194478185358539e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.105854955917330e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.911157631518628e+04, 1.000000000000000e-10, 1.183237485611723e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.142072435128709e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.957940281626023e+04, 1.000000000000000e-10, 1.170963151076799e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.135633833503350e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.933937002904509e+04, 1.000000000000000e-10, 1.170964328036422e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.114150302070829e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.887026943765627e+04, 1.000000000000000e-10, 1.175552915494218e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.111392397165569e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.873770546421784e+04, 1.000000000000000e-10, 1.175114654398052e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.116229941872316e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.875061639035425e+04, 1.000000000000000e-10, 1.172781090019158e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.118608078636162e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.873540288244335e+04, 1.000000000000000e-10, 1.171334623508116e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.113598739486529e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.861304597113385e+04, 1.000000000000000e-10, 1.172211900976958e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.103224981165335e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.841413550921205e+04, 1.000000000000000e-10, 1.174845724467120e+09
19, 9.587677714000000e-01, 1.101421520000000e-02, 4.089337039155373e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.816534285959578e+04, 1.000000000000000e-10, 1.178590663729074e+09
20, 9.558141732000000e-01, 1.151866560000000e-02, 4.076926373661207e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.794927336871457e+04, 1.000000000000000e-10, 1.182043401391158e+09
21, 9.528595023999999e-01, 1.201680390000000e-02, 4.073792265502325e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.788767628418517e+04, 1.000000000000000e-10, 1.182818679379913e+09
22, 9.499050355999999e-01, 1.251614840000000e-02, 4.076665855864133e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.792618709989525e+04, 1.000000000000000e-10, 1.181805517942231e+09
23, 9.469515835000000e-01, 1.302146080000000e-02, 4.077153974179426e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.792050699944596e+04, 1.000000000000000e-10, 1.181485970129723e+09
24, 9.439982552000000e-01, 1.352749770000000e-02, 4.068060925270456e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.775544183491322e+04, 1.000000000000000e-10, 1.183956592883345e+09
25, 9.410437731000000e-01, 1.402674480000000e-02, 4.049275580755784e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.742654486064699e+04, 1.000000000000000e-10, 1.189216856300938e+09
