Custom CST 9% (SC(2)-0410-derived)
0.282550 -0.044247
0.289685 -0.044392
0.296872 -0.044523
0.304110 -0.044641
0.311396 -0.044747
0.318730 -0.044839
0.326109 -0.044919
0.333531 -0.044986
0.340994 -0.045041
0.348497 -0.045084
0.356038 -0.045113
0.363615 -0.045130
0.371226 -0.045133
0.378869 -0.045121
0.386542 -0.045095
0.394243 -0.045054
0.401971 -0.044995
0.409723 -0.044920
0.417498 -0.044825
0.425293 -0.044711
0.433107 -0.044575
0.440937 -0.044417
0.448783 -0.044236
0.456641 -0.044029
0.464509 -0.043795
0.472387 -0.043534
0.480272 -0.043243
0.488161 -0.042921
0.496053 -0.042568
0.503947 -0.042182
0.511839 -0.041761
0.519728 -0.041306
0.527613 -0.040816
0.535491 -0.040289
0.543359 -0.039726
0.551217 -0.039126
0.559063 -0.038490
0.566893 -0.037817
0.574707 -0.037108
0.582502 -0.036364
0.590277 -0.035586
0.598029 -0.034774
0.605757 -0.033930
0.613458 -0.033055
0.621131 -0.032152
0.628774 -0.031221
0.636385 -0.030266
0.643962 -0.029287
0.651503 -0.028288
0.659006 -0.027271
0.666469 -0.026238
0.673891 -0.025192
0.681270 -0.024136
0.688604 -0.023073
0.695890 -0.022004
0.703128 -0.020934
0.710315 -0.019864
0.717450 -0.018797
0.724530 -0.017737
0.731555 -0.016685
0.738522 -0.015644
0.745429 -0.014616
0.752275 -0.013604
0.759059 -0.012610
0.765777 -0.011636
0.772430 -0.010684
0.779014 -0.009756
0.785530 -0.008853
0.791974 -0.007977
0.798345 -0.007129
0.804642 -0.006311
0.810862 -0.005523
0.817006 -0.004767
0.823070 -0.004043
0.829054 -0.003353
0.834956 -0.002696
0.840775 -0.002074
0.846508 -0.001486
0.852155 -0.000933
0.857715 -0.000416
0.863185 0.000066
0.868565 0.000513
0.873852 0.000925
0.879047 0.001301
0.884147 0.001643
0.889152 0.001950
0.894059 0.002222
0.898869 0.002461
0.903579 0.002666
0.908188 0.002838
0.912695 0.002978
0.917100 0.003086
0.921401 0.003163
0.925597 0.003210
0.929686 0.003228
0.933669 0.003218
0.937544 0.003181
0.941309 0.003118
0.944964 0.003030
0.948509 0.002918
0.951942 0.002785
0.955262 0.002631
0.958469 0.002458
0.961561 0.002269
0.964539 0.002063
0.967400 0.001844
0.970146 0.001614
0.972774 0.001373
0.975284 0.001125
0.977675 0.000871
0.979948 0.000614
0.982101 0.000355
0.984134 0.000097
0.986046 -0.000158
0.987838 -0.000409
0.989507 -0.000653
0.991055 -0.000887
0.992480 -0.001111
0.993782 -0.001322
0.994962 -0.001519
0.996018 -0.001700
0.996950 -0.001863
0.997759 -0.002008
0.998443 -0.002132
0.999003 -0.002235
0.999439 -0.002316
0.999751 -0.002374
0.999938 -0.002410
1.000000 -0.002421
