2 0.000000 100.000000 335.864767
25 16 
1 -207.393964 0.000000 -207.395856 99.937306 -0.000000 3.490363 0.000035 
2 216.032727 0.000000 -207.395856 99.937539 -0.000000 3.479398 0.000038 
3 216.032727 0.000000 208.592153 99.941291 -0.000000 3.477803 -0.000036 
4 -207.393964 0.000000 208.592153 99.940965 -0.000000 3.490319 -0.000038 
5 4.319381 0.000000 0.598148 99.985106 0.000001 4.158331 -0.001431 
6 -207.393964 0.000000 0.598148 99.939175 -0.000000 3.492343 -0.000004 
7 4.319381 0.000000 -207.395856 99.933527 -0.000000 3.484713 0.000115 
8 216.032727 0.000000 0.598148 100.003977 0.000027 1.628895 -0.000345 
9 4.319381 0.000000 208.592153 99.945016 -0.000000 3.484342 -0.000115 
10 -101.537291 0.000000 -103.398854 99.932049 -0.000000 3.491628 0.000139 
11 -207.393964 0.000000 -103.398854 99.937417 -0.000000 3.491467 0.000032 
12 -101.537291 0.000000 -207.395856 99.935255 -0.000000 3.489140 0.000077 
13 4.319381 0.000000 -103.398854 99.917077 -0.000001 3.469561 0.000454 
14 -101.537291 0.000000 0.598148 99.939481 -0.000001 3.499433 -0.000015 
15 110.176054 0.000000 -103.398854 99.932877 -0.000001 3.448496 0.000153 
16 110.176054 0.000000 -207.395856 99.935386 -0.000000 3.480371 0.000081 
17 216.032727 0.000000 -103.398854 99.938551 -0.000001 3.451029 0.000038 
18 110.176054 0.000000 0.598148 100.029912 0.000023 0.874162 -0.000675 
19 110.176054 0.000000 104.595150 99.947897 -0.000001 3.442333 -0.000143 
20 4.319381 0.000000 104.595150 99.962553 -0.000001 3.468094 -0.000454 
21 216.032727 0.000000 104.595150 99.942515 -0.000001 3.438934 -0.000033 
22 110.176054 0.000000 208.592153 99.943341 -0.000000 3.479478 -0.000078 
23 -101.537291 0.000000 104.595150 99.946550 -0.000000 3.491438 -0.000150 
24 -207.393964 0.000000 104.595150 99.940902 -0.000000 3.491430 -0.000037 
25 -101.537291 0.000000 208.592153 99.943113 -0.000000 3.489016 -0.000080 
1 1 12 10 11 
2 12 7 13 10 
3 10 13 5 14 
4 11 10 14 6 
5 7 16 15 13 
6 16 2 17 15 
7 15 17 8 18 
8 13 15 18 5 
9 5 18 19 20 
10 18 8 21 19 
11 19 21 3 22 
12 20 19 22 9 
13 6 14 23 24 
14 14 5 20 23 
15 23 20 9 25 
16 24 23 25 4 
