"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -2.134518766,       -11.7315149,      -12.06185009,       3.255956181,       6.413381568,       9.867474077
          0,           0,           1,      -2.163364619,     0.09781884487,      0.2801682242,       3.216581276,       5.813231492,       9.267490639
          0,           0,           2,      -2.215832789,      0.1326748674,      0.2721060575,       3.136085272,       5.213605564,       8.668083743
          0,           0,           3,      -2.236156032,     0.09854205563,      0.1886886609,       3.109250263,       4.614436995,       8.069251078
          0,           0,           4,      -2.281250336,     0.07880283113,     0.06357554808,       3.071175645,       4.015229075,       7.471467206
          0,           0,           5,      -2.319088202,      0.1714471741,    -0.02110381503,       3.057071009,       3.415635936,       6.888105502
          0,           0,           6,      -2.369344364,     0.09390522513,     -0.1706544006,       3.023374964,       2.816843546,       6.434310086
          0,           0,           7,       -2.47694638,    -0.00363490391,     -0.2560353331,       2.897869867,        2.21572175,        6.26410135
          0,           0,           8,      -2.526664135,     0.02243739592,     -0.2013600901,       2.864208977,       1.610107888,       6.197982848
          0,           0,           9,      -2.568578705,    -0.03549941969,     -0.2489881383,       2.822914165,       1.187893729,        6.15189945
          0,           0,          10,       -2.58494629,     -0.0624393955,     -0.1903475882,       2.811542296,      0.7806471202,       6.081923183
          0,           0,          11,      -2.535572702,    0.005871624445,     -0.1975543565,       2.862408808,      0.4209608075,       5.974219486
          0,           0,          12,      -2.579411561,    -0.08420824186,     -0.2037390929,       2.822867495,      0.2200735521,         5.8066697
          0,           0,          13,      -2.541678332,     -0.1287031127,     -0.2062708368,        2.86829594,      0.1392385475,       5.570215037
          0,           0,          14,      -2.481097792,    -0.05206587882,      -0.191382971,        2.91936643,     0.03360948612,       5.329515937
          0,           0,          15,      -2.457189931,    -0.04469734089,     -0.1849488521,       2.936448915,     -0.1327995286,       5.030558656
          0,           0,          16,      -2.503042125,     -0.0996988917,     -0.2160076279,       2.873048578,     -0.1531155719,       5.073561648
          0,           0,          17,      -2.512470703,     -0.1151983027,     -0.2068289409,       2.857600184,     -0.1859289141,       5.118178928
          0,           0,          18,      -2.489958473,    -0.07030675505,     -0.2169936761,       2.869494801,     -0.2305187456,       5.107073735
          0,           0,          19,      -2.468716577,    -0.07390870276,     -0.1928645892,       2.892252339,     -0.2935936206,       5.064662345
          0,           0,          20,      -2.433870484,    -0.06045654803,     -0.1656852108,       2.922927085,      -0.375215244,       5.012926871
          0,           0,          21,      -2.374522046,     0.03789706963,    -0.09757174312,       2.977733021,      -0.456937687,       5.138085015
          0,           0,          22,      -2.349441516,     0.01209514242,    -0.07283254796,       2.991550112,     -0.5051018329,       5.143877205
          0,           0,          23,      -2.327239242,    -0.01125287122,    -0.04877481804,        2.99849525,     -0.5157913317,       5.127711232
          0,           0,          24,      -2.298688321,     0.02389568386,    -0.03100814664,       3.013025599,     -0.4378768277,       5.075264394
          0,           0,          25,      -2.281557113,     0.02182470549,   -0.006642738854,       3.018763232,     -0.1306508935,       5.247188668
          0,           0,          26,      -2.269277675,     0.03833522229,   -0.002305824731,       3.029984769,     -0.4637229461,       5.086626924
          0,           0,          27,      -2.272050838,   -0.005773638492,    -0.03588614972,       3.015883288,     -0.7835673178,        5.04350373
          0,           0,          28,      -2.269651954,    -0.05596919162,    -0.05169201764,       3.012295558,     -0.6585664405,       5.007818149
          0,           0,          29,      -2.260325692,    -0.07188382873,    -0.07361197462,       3.020736882,      -0.447528009,        5.04689785
          0,           0,          30,      -2.239670257,   -0.007139179156,    -0.07686411945,       3.049113738,     -0.2064220638,       4.889433253
          0,           0,          31,      -2.228430552,     0.02446483188,    -0.05917515863,       3.065981707,     0.05772708072,        4.81852547
          0,           0,          32,      -2.231194762,     0.07907807311,    -0.03707923816,       3.072779354,      0.2616410566,       4.850157652
          0,           0,          33,      -2.249944563,      0.1377356702,    -0.03843909681,        3.06984871,     -0.3083576361,       4.821641341
          0,           0,          34,      -2.259289456,     0.06648506706,    -0.06614335485,        3.04317732,     -0.5702308603,       4.769687229
          0,           0,          35,      -2.259153647,     0.03335272307,    -0.09522051888,        3.03458059,     -0.3950778599,       4.733429259
          0,           0,          36,      -2.255045622,     0.02239428277,     -0.1198432093,        3.03579078,     -0.2100939259,       4.844833454
          0,           0,          37,      -2.247403592,     0.02260740219,      -0.120518292,       3.044653306,    -0.06413240379,       4.686228547
          0,           0,          38,      -2.241348058,       0.010905272,    -0.08890459801,       3.049323837,    -0.05836878112,       4.728658977
          0,           0,          39,      -2.236997149,    -0.03146796366,    -0.03631444001,       3.046120504,    -0.01577229074,       4.913082626
          0,           0,          40,      -2.239260256,    -0.06928146609,    0.004502749974,         3.0412335,     -0.2484517002,       4.845198459
          0,           0,          41,       -2.25087594,     -0.1659123647,    -0.01214943199,       3.017074352,     -0.6281052954,       4.780241697
          0,           0,          42,      -2.251161919,     -0.1709592982,    -0.02380321518,       3.014825042,     -0.4253954218,       4.869510676
          0,           0,          43,      -2.249496532,     -0.1545667346,    -0.03269908951,       3.019145682,     -0.1672504891,       4.853222548
          0,           0,          44,      -2.248107422,    -0.08566556428,    -0.03071271196,       3.030409212,      0.1049205635,       4.845404224
          0,           0,          45,      -2.262200201,    0.001412271946,    -0.02446277106,       3.033022475,      0.3324037816,       4.731600663
          0,           0,          46,      -2.290832777,      0.1177356141,    -0.04861800428,       3.039357224,     -0.2067019037,       4.750515364
          0,           0,          47,      -2.305874632,     0.07322400713,    -0.06955129851,       3.020267059,     -0.4985767309,       4.963643894
          0,           0,          48,      -2.313017616,     0.06072649847,    -0.09429792278,       3.007587015,     -0.3088157736,       4.885194308
          0,           0,          49,      -2.325384439,      0.0529040813,       -0.11802792,       3.000451958,     -0.1329887775,       4.750076349
          0,           0,          50,      -2.340264517,      0.1033351307,     -0.1416029195,       2.998150718,     0.04122002299,       4.896413574
          0,           0,          51,       -2.33617008,      0.1818866926,     -0.1693815461,       3.024551344,      0.1480516019,       4.846962441
          0,           0,          52,      -2.351649601,       0.224217377,     -0.2179938716,       3.032595455,       0.134051698,       5.067850475
          0,           0,          53,      -2.380416078,      0.2224568739,     -0.2704940601,       3.024363077,     -0.6079728025,       4.857459739
          0,           0,          54,      -2.505790888,    0.005216132383,     -0.3158702823,       2.860787588,     -0.7112697915,       5.085105172
          0,           0,          55,      -2.542305787,    -0.08053604327,     -0.3673894491,       2.803305796,     -0.5995749931,       5.031644482
