"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -2.240143574,      -11.65151297,      -12.03385892,       3.150331373,       6.414823141,        9.86891565
          0,           0,           1,      -2.198218276,     0.06279234992,      0.2879118018,       3.182935578,       5.814669144,       9.268927897
          0,           0,           2,      -2.250395108,      0.1112427976,      0.2703837192,       3.091962707,       5.215036631,       8.669513152
          0,           0,           3,      -2.262993494,     0.06867498523,      0.1821458271,       3.074947048,       4.615855451,       8.070658878
          0,           0,           4,      -2.314139271,     0.03481901214,     0.05204323376,        3.02630727,       4.016619927,       7.472753965
          0,           0,           5,      -2.343405763,     0.09881609621,    -0.05130893727,       3.019301095,       3.416971524,        6.88851565
          0,           0,           6,       -2.42883589,     0.02020891559,     -0.1588000159,       2.923183203,       2.818163116,       6.430294071
          0,           0,           7,       -2.47728414,     0.02618052558,     -0.1550570455,       2.899791818,       2.217240234,         6.2593499
          0,           0,           8,      -2.499377811,     0.06339955757,     -0.1147933286,        2.89931253,       1.612185471,       6.197418288
          0,           0,           9,      -2.569155058,    -0.02376533315,     -0.2328595871,       2.834917497,       1.190196205,       6.154066036
          0,           0,          10,      -2.571051961,    -0.04553153958,     -0.2265923316,       2.841077315,      0.7827719453,       6.089149888
          0,           0,          11,      -2.528182745,    -0.01167586786,     -0.2022357746,       2.883953613,      0.4216646574,       5.980981814
          0,           0,          12,      -2.546905232,    -0.07447175726,     -0.1905010417,       2.872082423,      0.2195136331,       5.810024492
          0,           0,          13,      -2.501769326,    -0.02264835722,     -0.1843631083,       2.909384903,      0.1498024772,        5.56917051
          0,           0,          14,      -2.481768642,     0.01052490057,     -0.1586074708,       2.920488647,     0.04811064606,       5.291187368
          0,           0,          15,      -2.512650686,    -0.02434690671,     -0.1205710484,       2.869235589,     -0.1148948311,       5.004693686
          0,           0,          16,      -2.527380364,    -0.09292322961,     -0.1485417394,       2.851431426,     -0.1236154077,       5.073879288
          0,           0,          17,      -2.538535787,     -0.1347462327,     -0.1722943216,        2.83833483,     -0.1651894106,       5.043085497
          0,           0,          18,      -2.493881559,    -0.07525373718,     -0.1600933363,       2.880399893,      -0.193223018,       5.072183064
          0,           0,          19,      -2.474429122,   -0.005480825416,     -0.1253041746,       2.889987805,     -0.2384859413,       5.076453713
          0,           0,          20,      -2.438523161,     -0.0750988171,      -0.141211677,       2.925892318,     -0.2483971924,       5.022653148
          0,           0,          21,      -2.402268521,     0.02928642602,     -0.0583169082,       2.955597638,     -0.4285381955,       4.787592229
          0,           0,          22,      -2.423707773,    -0.08127960861,     -0.1138258021,        2.92507395,     -0.4286292234,       4.906550789
          0,           0,          23,      -2.452265978,     -0.1339283269,     -0.1296074107,       2.882816021,     -0.4241466498,       4.999812988
          0,           0,          24,      -2.412983282,    -0.06546220653,      -0.171138248,       2.927966208,     -0.4652713882,       4.984150067
          0,           0,          25,      -2.391373407,    -0.02716707349,      -0.160332624,       2.944728579,     -0.5355989719,       4.822416854
          0,           0,          26,      -2.390893435,    -0.09099764457,     -0.1047288096,       2.938188725,      -0.552305872,       4.961778952
          0,           0,          27,      -2.358469017,    -0.01251169891,    -0.06748260275,       2.970524418,     -0.4977367607,       4.943353856
          0,           0,          28,      -2.356011399,    -0.04123490198,    -0.03980153369,       2.962413371,     -0.6777188488,       4.866987321
          0,           0,          29,      -2.375999463,    -0.08665826159,    -0.04884536914,       2.928642372,     -0.6799221599,       5.034931513
          0,           0,          30,      -2.371833286,     -0.1354862921,    -0.07594003965,       2.928888767,     -0.7150536239,       5.075963602
          0,           0,          31,      -2.355252246,    -0.07278217764,    -0.08833762719,       2.946166593,       -0.73110237,       4.795257798
          0,           0,          32,      -2.323240778,    -0.04114300365,    -0.09873505597,       2.986106005,     -0.6316867951,       4.857028501
          0,           0,          33,      -2.317209338,     -0.0969456237,    -0.06960109232,        2.98714895,     -0.4256143993,       4.794191806
          0,           0,          34,      -2.295659612,    -0.09722946169,    -0.06719158693,        3.01155159,     -0.1250255943,       4.800235649
          0,           0,          35,      -2.292009404,    -0.01991591301,    -0.03792598987,       3.021371392,     -0.5378741366,       4.754510111
          0,           0,          36,      -2.303654811,    -0.07456519607,    -0.07201438902,       2.999142959,     -0.7740062588,        4.94182216
          0,           0,          37,      -2.303364737,    -0.09132955971,    -0.08987648602,       2.994496491,      -0.670325743,       4.867037593
          0,           0,          38,      -2.298051815,    -0.08061976422,     -0.1034116572,       2.999085509,     -0.4883747304,       4.785983408
          0,           0,          39,      -2.281670323,    -0.06589486175,     -0.1174583414,       3.023192945,     -0.2618273415,       4.695626565
          0,           0,          40,        -2.2737379,    -0.01669311622,    -0.09844265944,       3.037301925,    -0.03377295213,       4.774549189
          0,           0,          41,      -2.268703588,     0.03784939928,    -0.08010093755,       3.052874102,      0.1332765014,       4.808036879
          0,           0,          42,      -2.283868919,     0.07716807651,    -0.06374655685,       3.045471297,     -0.4543164726,       4.897722597
          0,           0,          43,      -2.296857941,     0.02036281609,    -0.09444420965,       3.017402864,     -0.6123881694,       5.101936094
          0,           0,          44,      -2.305939795,    -0.00808071074,      -0.107534571,       2.996154457,     -0.4895904174,       4.778433258
          0,           0,          45,      -2.301029948,    -0.03300703725,     -0.1470061665,        2.99772506,     -0.3388090805,        4.84766333
          0,           0,          46,      -2.298018554,    -0.02735541958,     -0.1247707728,       2.997215307,     -0.2192188726,       4.670056667
          0,           0,          47,      -2.284619989,    -0.02347500998,     -0.1194741276,       3.012202546,     -0.2179031853,       4.815176075
          0,           0,          48,       -2.28858281,    -0.05012097171,    -0.06368517558,        2.99987321,    -0.09444308886,        4.75503748
          0,           0,          49,       -2.29451221,    -0.07028415247,    -0.03567935246,       2.993999697,      -0.371057178,       4.650076898
          0,           0,          50,      -2.302548185,      -0.145300025,    -0.04721309616,       2.977951632,     -0.6500039746,       4.874387221
          0,           0,          51,      -2.297783808,     -0.1713975997,     -0.0675473123,       2.986056589,     -0.5225163778,       4.679802905
          0,           0,          52,      -2.286238498,     -0.1299584498,    -0.06924453292,       3.006134097,     -0.2872502251,       4.461736986
          0,           0,          53,      -2.285066862,    -0.07219291053,    -0.07729154162,       3.014896792,    -0.02069471338,       4.687853807
          0,           0,          54,      -2.290722535,     0.03092280401,    -0.05736387989,       3.024638765,      0.2174078023,       4.929702922
          0,           0,          55,      -2.322852354,     0.07742305959,    -0.07921552738,       3.013477757,      0.3493370024,       4.906258634
          0,           0,          56,      -2.360278362,      0.1558731982,     -0.1067529907,        3.01181504,     -0.2168099839,       4.859290806
          0,           0,          57,      -2.411177937,     0.06956246817,     -0.1666197427,       2.952015674,     -0.4560230614,       4.863781129
          0,           0,          58,      -2.419716563,     0.07078077902,       -0.17822634,       2.939863856,     -0.2920196317,       4.661198342
          0,           0,          59,      -2.439593869,     0.04766939414,      -0.200644203,       2.927057789,     -0.1647510616,        4.73163166
          0,           0,          60,       -2.46081666,     0.01621540044,     -0.2208300227,       2.918351245,    -0.08731534523,       4.770447287
          0,           0,          61,      -2.468907201,     0.03182480058,     -0.2406695349,       2.923235793,     -0.1571713264,       4.972712176
          0,           0,          62,      -2.485620657,     0.02328634247,      -0.242161863,       2.915833899,     -0.7302054792,        4.86043278
          0,           0,          63,      -2.558136422,    -0.08816438329,     -0.2706767138,       2.825707338,     -0.7261998833,       4.890353763
          0,           0,          64,      -2.580472971,     -0.1382917312,     -0.3154518571,       2.797660804,     -0.6796301136,       4.813361236
          0,           0,          65,      -2.601590964,     -0.1474319793,     -0.3012913539,       2.775260469,     -0.6292326224,        4.68641739
          0,           0,          66,      -2.578828448,     -0.1356415354,     -0.3027524192,       2.804921538,     -0.5673258185,       4.797879777
          0,           0,          67,      -2.567851667,     -0.1172157711,     -0.2705157743,       2.819993668,     -0.4915388415,       4.911505355
          0,           0,          68,      -2.537198374,     -0.1094524553,     -0.2626850131,       2.855454987,     -0.3526431091,       4.999548368
          0,           0,          69,      -2.521463969,     -0.1038924518,      -0.253996564,       2.875237773,      -0.688891621,       4.826340831
          0,           0,          70,      -2.554318097,     -0.1509020898,     -0.2998875492,       2.840652638,     -0.7901379129,       4.967556715
          0,           0,          71,       -2.59173681,     -0.2153869239,     -0.3246024338,       2.802932541,     -0.7098297115,       4.688947968
          0,           0,          72,      -2.611382147,     -0.2460570403,     -0.3573322489,       2.782124736,     -0.6534262907,       4.655569449
          0,           0,          73,      -2.610587314,     -0.2310589724,     -0.3236784054,       2.785057398,     -0.5467576878,       4.762401306
          0,           0,          74,      -2.584619686,     -0.1907712124,     -0.3089949374,       2.812995578,     -0.4851302374,        4.93884087
          0,           0,          75,      -2.571155584,     -0.1621817892,     -0.2869001311,       2.827248433,     -0.6706788848,       4.904124162
          0,           0,          76,      -2.625632674,     -0.2223665838,     -0.3715153631,       2.771089554,     -0.7168817275,       4.946589084
          0,           0,          77,      -2.677205221,     -0.2883207104,     -0.3893022199,       2.718972469,     -0.8404498018,       4.832154254
          0,           0,          78,      -2.684213263,     -0.3190927458,     -0.4192347774,       2.710688173,     -0.9049083078,       4.641669287
          0,           0,          79,      -2.669885244,     -0.3095486015,     -0.3769747092,       2.724134299,     -0.8517015798,       4.671061913
          0,           0,          80,      -2.615659323,     -0.2100092483,     -0.3733597135,       2.780291215,       -0.76586699,        4.81349718
          0,           0,          81,      -2.602714362,     -0.1938738353,     -0.3194609753,       2.795926536,     -0.7100175324,        4.75142682
          0,           0,          82,      -2.586907512,     -0.1963172214,     -0.3197005871,       2.809977072,     -0.8676602375,       4.631469645
          0,           0,          83,      -2.629838776,     -0.2294948329,     -0.3464466539,       2.765231295,     -0.7573388981,       4.666607335
          0,           0,          84,      -2.655549046,     -0.2546628927,     -0.4067064716,       2.741924287,     -0.7326538464,        4.72869907
          0,           0,          85,      -2.649654549,     -0.2412935986,     -0.3895505686,       2.749677417,     -0.7334676446,        4.56714295
          0,           0,          86,      -2.569208121,     -0.1248509485,     -0.3983401364,       2.828877481,     -0.6667151017,       4.861768848
          0,           0,          87,      -2.587532458,     -0.1856097754,     -0.3654967031,       2.812229791,     -0.6883845586,       4.978145321
          0,           0,          88,      -2.582872219,     -0.2434608621,     -0.3520158266,       2.813512997,     -0.8116203972,       5.075061086
          0,           0,          89,      -2.582201234,     -0.2122837279,     -0.3176197365,       2.810337717,       -0.88126004,       4.736741317
          0,           0,          90,      -2.626474762,     -0.2120418765,     -0.3571772231,       2.766782223,     -0.9435379968,       4.904423621
          0,           0,          91,      -2.616941766,      -0.123924453,     -0.3570020577,       2.774277527,     -0.8541788543,       4.823857209
