"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.530034733152110e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.296454674765164e+04, 1.000000000000000e-10, 1.442746556219499e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.522985184200765e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.546390948354943e+04, 1.000000000000000e-10, 1.493945882929555e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 3.744328515850863e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.166713532392544e+04, 1.000000000000000e-10, 1.439112193773424e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 3.834584809807690e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.288261712162326e+04, 1.000000000000000e-10, 1.397456300790624e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 3.880858093040756e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.257596388707629e+04, 1.000000000000000e-10, 1.363154367328480e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 3.910445215789970e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.159650815139066e+04, 1.000000000000000e-10, 1.330114026060462e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 3.944357840183833e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.077957592404238e+04, 1.000000000000000e-10, 1.297453551938771e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 3.982227446498314e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.041253974395177e+04, 1.000000000000000e-10, 1.269919604701319e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.014306054920589e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.031510766617085e+04, 1.000000000000000e-10, 1.250208947658370e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.032120444541044e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.027316776129149e+04, 1.000000000000000e-10, 1.239617598825223e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.036665402805551e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.019580900530433e+04, 1.000000000000000e-10, 1.235967259637079e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.033951848301799e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.007218611146143e+04, 1.000000000000000e-10, 1.235702764871808e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.028179976916864e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.992999938176564e+04, 1.000000000000000e-10, 1.236870298663784e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.022045147211566e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.980515984128768e+04, 1.000000000000000e-10, 1.238487097348949e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.015834951242689e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.969568760021892e+04, 1.000000000000000e-10, 1.240415422218994e+09
19, 9.587677714000000e-01, 1.101421520000000e-02, 4.009672442552035e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.959687622831133e+04, 1.000000000000000e-10, 1.242440036879778e+09
20, 9.558141732000000e-01, 1.151866560000000e-02, 4.003185399968088e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.948970530689100e+04, 1.000000000000000e-10, 1.244528719100997e+09
21, 9.528595023999999e-01, 1.201680390000000e-02, 3.999860538095927e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.943681966808783e+04, 1.000000000000000e-10, 1.245633692922491e+09
22, 9.499050355999999e-01, 1.251614840000000e-02, 3.987793304744014e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.918300272020449e+04, 1.000000000000000e-10, 1.248704330444298e+09
23, 9.469515835000000e-01, 1.302146080000000e-02, 3.977394622300094e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.893387071427502e+04, 1.000000000000000e-10, 1.250974992339233e+09
24, 9.439982552000000e-01, 1.352749770000000e-02, 3.968863491021054e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.869121826038117e+04, 1.000000000000000e-10, 1.252284052552368e+09
25, 9.410437731000000e-01, 1.402674480000000e-02, 3.961776136720357e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.847819894814746e+04, 1.000000000000000e-10, 1.253178233071062e+09
26, 9.380870172000000e-01, 1.451233270000000e-02, 3.955546395923124e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.831100287826920e+04, 1.000000000000000e-10, 1.254260609134104e+09
27, 9.351283061000000e-01, 1.498587720000000e-02, 3.950123338162232e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.818507108956081e+04, 1.000000000000000e-10, 1.255492987377408e+09
28, 9.321688618000000e-01, 1.545482400000000e-02, 3.945700988602971e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.808208445871020e+04, 1.000000000000000e-10, 1.256499484893072e+09
29, 9.292098398000000e-01, 1.592642560000000e-02, 3.942738192942070e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.801099321113773e+04, 1.000000000000000e-10, 1.257142976984254e+09
30, 9.262511042000000e-01, 1.639982330000000e-02, 3.943050149197778e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.802405856825098e+04, 1.000000000000000e-10, 1.257144430256041e+09
31, 9.232923687000000e-01, 1.687322100000000e-02, 3.937762459569381e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.792761497831611e+04, 1.000000000000000e-10, 1.258761655351972e+09
32, 9.203336331000000e-01, 1.734661870000000e-02, 3.924619441924610e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.766786631065852e+04, 1.000000000000000e-10, 1.262457093445173e+09
33, 9.173752952000001e-01, 1.782249320000000e-02, 3.915045707180392e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.748575790274344e+04, 1.000000000000000e-10, 1.265294401344211e+09
34, 9.144172403000000e-01, 1.830012520000000e-02, 3.908661521798793e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.734418201417467e+04, 1.000000000000000e-10, 1.266901024086925e+09
35, 9.114582624000001e-01, 1.877199790000000e-02, 3.904086120938295e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.722003577937148e+04, 1.000000000000000e-10, 1.267689277825921e+09
36, 9.084972381000000e-01, 1.923083950000000e-02, 3.900731386329930e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.712436763842068e+04, 1.000000000000000e-10, 1.268194993765736e+09
37, 9.055342297000000e-01, 1.967670440000000e-02, 3.897943566222306e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.705387734862199e+04, 1.000000000000000e-10, 1.268754659892648e+09
38, 9.025703724000000e-01, 2.011689840000000e-02, 3.895965198655567e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.699642296454812e+04, 1.000000000000000e-10, 1.269007381456379e+09
39, 8.996067964000000e-01, 2.055898050000000e-02, 3.895040832221293e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.695174754372542e+04, 1.000000000000000e-10, 1.268863784703617e+09
40, 8.966435791000000e-01, 2.100346310000000e-02, 3.895097270369161e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.694086119680936e+04, 1.000000000000000e-10, 1.268662152160079e+09
41, 8.936803618000000e-01, 2.144794570000000e-02, 3.894016118652404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.692634900346192e+04, 1.000000000000000e-10, 1.269077304761802e+09
42, 8.907171444000000e-01, 2.189242830000000e-02, 3.890373419212773e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.687713491251826e+04, 1.000000000000000e-10, 1.270473078137878e+09
43, 8.877539271000000e-01, 2.233691090000000e-02, 3.879234800715597e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.669380174637561e+04, 1.000000000000000e-10, 1.274247936158784e+09
44, 8.847907098000000e-01, 2.278139350000000e-02, 3.871149261577108e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.659137967373441e+04, 1.000000000000000e-10, 1.277502002439238e+09
