"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.626176884633448e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.486909076197651e+04, 1.000000000000000e-10, 1.407818423944513e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.587765044306493e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.628030059563291e+04, 1.000000000000000e-10, 1.460152976922422e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 3.661888450909611e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.909320569446632e+04, 1.000000000000000e-10, 1.454878094384413e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 3.812779005446423e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.176259584258198e+04, 1.000000000000000e-10, 1.394556017133332e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 3.875665593813389e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.181401082809105e+04, 1.000000000000000e-10, 1.354972826358296e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 3.905502792895156e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.079124594554036e+04, 1.000000000000000e-10, 1.321095513584914e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 3.937447381948153e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.991370311465221e+04, 1.000000000000000e-10, 1.288700853224563e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 3.974167216512432e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.952328234168608e+04, 1.000000000000000e-10, 1.261523201531054e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.005443498310084e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.940919674786985e+04, 1.000000000000000e-10, 1.242070390376721e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.021972364730013e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.933569913305427e+04, 1.000000000000000e-10, 1.231761649979211e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.024572274317542e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.921082328725890e+04, 1.000000000000000e-10, 1.228496792491610e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.020301711802286e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.905277405206852e+04, 1.000000000000000e-10, 1.228574254647046e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.013729796490407e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.889910503167895e+04, 1.000000000000000e-10, 1.229991906392815e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.007323113803257e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.877537564343888e+04, 1.000000000000000e-10, 1.231752260263937e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.002097941748701e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.869114080207748e+04, 1.000000000000000e-10, 1.233477519446781e+09
