"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.595843545928251e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.140018177247549e+04, 1.000000000000000e-10, 1.367029075913493e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.593950702367128e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.318160163159710e+04, 1.000000000000000e-10, 1.400556500325970e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 3.831068489415655e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.906858267873613e+04, 1.000000000000000e-10, 1.340868883055209e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 3.923493912181339e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.036965559016964e+04, 1.000000000000000e-10, 1.303833422779197e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 3.950248561343043e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.983429493843955e+04, 1.000000000000000e-10, 1.280047904395972e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 3.972168701309144e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.888458202195213e+04, 1.000000000000000e-10, 1.253275958860813e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.008159952058079e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.826603564862633e+04, 1.000000000000000e-10, 1.223816699892112e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.048586122759670e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.802578943588515e+04, 1.000000000000000e-10, 1.198244625894161e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.081407591879027e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.797781575929713e+04, 1.000000000000000e-10, 1.180073404577000e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.099517461492588e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.794848099477055e+04, 1.000000000000000e-10, 1.170172226131058e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.104800666686884e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.787549659066008e+04, 1.000000000000000e-10, 1.166380461403427e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.102349689684650e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.775480171313217e+04, 1.000000000000000e-10, 1.165940634250492e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.096362615260982e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.761355856539645e+04, 1.000000000000000e-10, 1.167042098989653e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.089100262919203e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.747251980331755e+04, 1.000000000000000e-10, 1.168807640451484e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.082510384969317e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.735501151060336e+04, 1.000000000000000e-10, 1.170604077059879e+09
