Results_Name,WaveDrag
Results_Timestamp,1785881975
Results_Date,8,4,2026
Results_Time,23,19,35
Ambiguous_Subsurf_Flag,0
Analysis_Duration_Sec,1.207999999999999963e+00
CDWave,1.139943785795484388e+00
End_X,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01,4.236517378042314164e+01
Exit_Area,0.000000000000000000e+00
Inlet_Area,0.000000000000000000e+00
Length,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01,4.236417378042314397e+01
Mach,1.000000000000000000e+00
MaxArea,3.864961872498392381e+01,3.864961872498948026e+01,3.864961872498301432e+01,3.864961870244634667e+01,3.864961865098506877e+01,3.864961872498297168e+01,3.864961872498974316e+01,3.864961872498683704e+01,3.864961865098020155e+01,3.864961865098992888e+01,3.864961865098661775e+01,3.864961865098521088e+01,3.864961865099370186e+01,3.864961865098670302e+01,3.864961865097871652e+01,3.864961872497924844e+01
Mesh_GeomID,QBJIPKCAWI
Num_Cone_Sections,16
Num_Slices,60
Set_Name,All
Slice_Area,3.661668594134688218e-06,1.388078190058880557e+00,2.443433104240834375e+00,4.682627555203587200e+00,5.770140502531113214e+00,8.091897014104436181e+00,1.062326617797977057e+01,1.202998503951447873e+01,1.351203099028320764e+01,1.648742511604686811e+01,1.894335244070671465e+01,2.015485425221558202e+01,2.264269446535710273e+01,2.591620617486678668e+01,2.827420080319818396e+01,2.889363492776027442e+01,2.889363492776026376e+01,2.889363492776025311e+01,2.889363492776026376e+01,2.889363492776026376e+01,2.889363492776027087e+01,2.889363492776024955e+01,2.889363492776026732e+01,2.889363492776027442e+01,2.879768940175723912e+01,2.830567415005809551e+01,2.752704121402743098e+01,2.682157901065500383e+01,2.862362958033956062e+01,3.130429220486227848e+01,3.378342766669529595e+01,3.605202898692741798e+01,3.805540385664041736e+01,3.871503354957889798e+01,3.701146194080813245e+01,3.327115443821736562e+01,3.322195958453371389e+01,3.060728405340370273e+01,2.969426301378432242e+01,2.914231434862864489e+01,2.835682624051979062e+01,2.681886663980440133e+01,2.474989937486410696e+01,2.083920419855554229e+01,1.500672673762732323e+01,1.238545955284815570e+01,1.208553153395884472e+01,1.191793411020226223e+01,1.124288587999778954e+01,1.040542373994065173e+01,9.486920245926361517e+00,8.720222249500750422e+00,8.563009545827195979e+00,9.042317130385850277e+00,9.364126458634316919e+00,8.736992988820354356e+00,7.248455359218270111e+00,4.496721490666216070e+00,1.350261371573090008e+00,1.821456159743463207e-06
Slice_Area,3.661668594134688641e-06,1.388078190058881001e+00,2.443433104240834819e+00,4.682627555203588976e+00,5.770140502531112325e+00,8.091897014104436181e+00,1.062326617797976880e+01,1.202998503951448050e+01,1.351203099028319876e+01,1.648742511604686811e+01,1.894335244070673241e+01,2.015485425221557136e+01,2.264269446535710628e+01,2.591620617486682576e+01,2.827420080319818751e+01,2.889363492776026732e+01,2.889363492776026376e+01,2.889363492776026376e+01,2.889363492776026732e+01,2.889363492776024245e+01,2.889363492776028153e+01,2.889363492776025311e+01,2.889363492776026732e+01,2.889363492776024245e+01,2.879768940175724623e+01,2.830567415005812393e+01,2.752704121402743098e+01,2.682157901065499672e+01,2.862362958033954285e+01,3.130429220486225717e+01,3.378342766669530306e+01,3.605202898692741087e+01,3.805540385664038894e+01,3.871503354957889798e+01,3.701146194080818219e+01,3.327115443821735852e+01,3.322195958453372100e+01,3.060728405340371694e+01,2.969426301378434729e+01,2.914231434862864845e+01,2.835682624051981193e+01,2.681886663980438001e+01,2.474989937486412472e+01,2.083920419855554229e+01,1.500672673762732856e+01,1.238545955284816635e+01,1.208553153395884827e+01,1.191793411020226401e+01,1.124288587999778066e+01,1.040542373994064107e+01,9.486920245926345530e+00,8.720222249500734435e+00,8.563009545827204860e+00,9.042317130385860935e+00,9.364126458634316919e+00,8.736992988820365014e+00,7.248455359218270999e+00,4.496721490666216070e+00,1.350261371573090674e+00,1.821456159743463419e-06
Slice_Area,3.661668594134688641e-06,1.388078190058881001e+00,2.443433104240835263e+00,4.682627555203588976e+00,5.770140502531114990e+00,8.091897014104432628e+00,1.062326617797976880e+01,1.202998503951448228e+01,1.351203099028320054e+01,1.648742511604687522e+01,1.894335244070673241e+01,2.015485425221557847e+01,2.264269446535709207e+01,2.591620617486679734e+01,2.827420080319819462e+01,2.889363492776028508e+01,2.889363492776026376e+01,2.889363492776025666e+01,2.889363492776026732e+01,2.889363492776026376e+01,2.889363492776027798e+01,2.889363492776027087e+01,2.889363492776027798e+01,2.889363492776027442e+01,2.879768940175724268e+01,2.830567415005811682e+01,2.752704121402743453e+01,2.682157901065500383e+01,2.862362958033956772e+01,3.130429220486226072e+01,3.378342766669530306e+01,3.605202898692741087e+01,3.805540385664043157e+01,3.871503354957888376e+01,3.701146194080815377e+01,3.327115443821737273e+01,3.322195958453370679e+01,3.060728405340370983e+01,2.969426301378435085e+01,2.914231434862864134e+01,2.835682624051978706e+01,2.681886663980439423e+01,2.474989937486407854e+01,2.083920419855554584e+01,1.500672673762733211e+01,1.238545955284816102e+01,1.208553153395885715e+01,1.191793411020225868e+01,1.124288587999778599e+01,1.040542373994063752e+01,9.486920245926365070e+00,8.720222249500752199e+00,8.563009545827192426e+00,9.042317130385853829e+00,9.364126458634315142e+00,8.736992988820350803e+00,7.248455359218270999e+00,4.496721490666215182e+00,1.350261371573090674e+00,1.821456159743462996e-06
Slice_Area,3.661668594134688641e-06,1.388078190058881223e+00,2.443433104240835263e+00,4.682627555203589864e+00,5.770140502531113214e+00,8.091897014104434405e+00,1.062326617797976880e+01,1.202998503951448228e+01,1.351203099028319876e+01,1.648742511604686811e+01,1.894335244070673596e+01,2.015485425221557847e+01,2.264269446535710628e+01,2.591620617486679379e+01,2.827420080319818751e+01,2.889363492776027087e+01,2.889363492776027087e+01,2.889363492776026732e+01,2.889363492776027442e+01,2.889363492776026732e+01,2.889363492776026021e+01,2.889363492776026021e+01,2.889363492776026376e+01,2.889363492776026021e+01,2.879768940175724623e+01,2.830567415005810616e+01,2.752704121402742388e+01,2.682157901065500383e+01,2.862362958033954641e+01,3.130429220486225006e+01,3.378342766669527464e+01,3.605202898692741087e+01,3.805540385664042446e+01,3.871503354957889798e+01,3.701146194080814666e+01,3.327115443821736562e+01,3.322195958453367837e+01,3.060728405340370983e+01,2.969426301378433664e+01,2.914231434862863424e+01,2.835682624051979417e+01,2.681886663980440488e+01,2.474989937486411051e+01,2.083920419855554229e+01,1.500672673762732856e+01,1.238545955284815747e+01,1.208553153395885715e+01,1.191792769529802598e+01,1.124288587999778954e+01,1.040542373994064462e+01,9.486920245926361517e+00,8.720222249500741540e+00,8.563009545827204860e+00,9.042317130385844948e+00,9.364126458634316919e+00,8.736992988820350803e+00,7.248455359218273664e+00,4.496721490666215182e+00,1.350261371573090674e+00,1.821456159743463207e-06
Slice_Area,3.661668594134688641e-06,1.388078190058881445e+00,2.443433104240835707e+00,4.682627555203588976e+00,5.770140502531112325e+00,8.091897014104436181e+00,1.062326617797977057e+01,1.202998503951448050e+01,1.351203099028319699e+01,1.648742511604687166e+01,1.894335244070673951e+01,2.015485425221557136e+01,2.264269446535710628e+01,2.591620617486678313e+01,2.827420080319818751e+01,2.889363492776027442e+01,2.889363492776026376e+01,2.889363492776028153e+01,2.889363492776027798e+01,2.889363492776026021e+01,2.889363492776026732e+01,2.889363492776026732e+01,2.889363492776026732e+01,2.889363492776026732e+01,2.879768940175724623e+01,2.830567415005810261e+01,2.752704121402742388e+01,2.682157901065500738e+01,2.862362958033955351e+01,3.130429220486225361e+01,3.378342766669528885e+01,3.605202898692737534e+01,3.805540385664041736e+01,3.871503354957885534e+01,3.701146194080820351e+01,3.327115443821737273e+01,3.322195958453369968e+01,3.060728405340368141e+01,2.969426301378432598e+01,2.914231434862863068e+01,2.835682624051979417e+01,2.681886663980440844e+01,2.474989937486411762e+01,2.083920419855553519e+01,1.500672673762731790e+01,1.238545955284815392e+01,1.208553153395885182e+01,1.191791305158572456e+01,1.124288587999779132e+01,1.040542373994064640e+01,9.486920245926361517e+00,8.720222249500746869e+00,8.563009545827201308e+00,9.042317130385848500e+00,9.364126458634322248e+00,8.736992988820356132e+00,7.248455359218270999e+00,4.496721490666215182e+00,1.350261371573090674e+00,1.821456159743463207e-06
Slice_Area,3.661668594134688218e-06,1.388078190058881223e+00,2.443433104240835263e+00,4.682627555203588088e+00,5.770140502531113214e+00,8.091897014104434405e+00,1.062326617797977057e+01,1.202998503951448228e+01,1.351203099028319876e+01,1.648742511604686811e+01,1.894335244070673241e+01,2.015485425221557492e+01,2.264269446535710628e+01,2.591620617486677958e+01,2.827420080319819462e+01,2.889363492776026732e+01,2.889363492776026021e+01,2.889363492776025666e+01,2.889363492776026732e+01,2.889363492776024955e+01,2.889363492776027442e+01,2.889363492776025666e+01,2.889363492776028508e+01,2.889363492776025666e+01,2.879768940175726044e+01,2.830567415005809551e+01,2.752704121402742743e+01,2.682157901065501449e+01,2.862362958033953930e+01,3.130429220486227138e+01,3.378342766669526753e+01,3.605202898692736824e+01,3.805540385664042446e+01,3.871503354957887666e+01,3.701146194080815377e+01,3.327115443821736562e+01,3.322195958453367837e+01,3.060728405340370628e+01,2.969426301378433664e+01,2.914231434862863068e+01,2.835682624051978706e+01,2.681886663980440488e+01,2.474989937486412117e+01,2.083920419855555295e+01,1.500672673762733034e+01,1.238545955284815570e+01,1.208553153395885005e+01,1.191793411020226401e+01,1.124288587999778599e+01,1.040542373994064640e+01,9.486920245926359740e+00,8.720222249500750422e+00,8.563009545827199531e+00,9.042317130385850277e+00,9.364126458634316919e+00,8.736992988820359685e+00,7.248455359218273664e+00,4.496721490666215182e+00,1.350261371573090008e+00,1.821456159743463419e-06
Slice_Area,3.661668594134688641e-06,1.388078190058880779e+00,2.443433104240835263e+00,4.682627555203588088e+00,5.770140502531114990e+00,8.091897014104432628e+00,1.062326617797976525e+01,1.202998503951448050e+01,1.351203099028320231e+01,1.648742511604686456e+01,1.894335244070673596e+01,2.015485425221558202e+01,2.264269446535709918e+01,2.591620617486677958e+01,2.827420080319820883e+01,2.889363492776032416e+01,2.889363492776029219e+01,2.889363492776025311e+01,2.889363492776025666e+01,2.889363492776027087e+01,2.889363492776031350e+01,2.889363492776025666e+01,2.889363492776028153e+01,2.889363492776024955e+01,2.879768940175725334e+01,2.830567415005812748e+01,2.752704121402742032e+01,2.682157901065500383e+01,2.862362958033953575e+01,3.130429220486227138e+01,3.378342766669529595e+01,3.605202898692743929e+01,3.805540385664043157e+01,3.871503354957889798e+01,3.701146194080813245e+01,3.327115443821738694e+01,3.322195958453374232e+01,3.060728405340367786e+01,2.969426301378435440e+01,2.914231434862865200e+01,2.835682624051978706e+01,2.681886663980439067e+01,2.474989937486410696e+01,2.083920419855554584e+01,1.500672673762730724e+01,1.238545955284816991e+01,1.208553153395884650e+01,1.191793411020224447e+01,1.124288587999780198e+01,1.040542373994063929e+01,9.486920245926373951e+00,8.720222249500746869e+00,8.563009545827206637e+00,9.042317130385864488e+00,9.364126458634325800e+00,8.736992988820357908e+00,7.248455359218262117e+00,4.496721490666209853e+00,1.350261371573090674e+00,1.821456159743463419e-06
Slice_Area,3.661668594134688641e-06,1.388078190058880779e+00,2.443433104240835263e+00,4.682627555203588088e+00,5.770140502531111437e+00,8.091897014104436181e+00,1.062326617797976880e+01,1.202998503951448050e+01,1.351203099028320231e+01,1.648742511604686101e+01,1.894335244070672886e+01,2.015485425221557492e+01,2.264269446535710628e+01,2.591620617486679734e+01,2.827420080319815909e+01,2.889363492776029574e+01,2.889363492776027798e+01,2.889363492776024955e+01,2.889363492776026376e+01,2.889363492776025666e+01,2.889363492776028863e+01,2.889363492776025666e+01,2.889363492776029219e+01,2.889363492776026732e+01,2.879768940175725689e+01,2.830567415005812038e+01,2.752704121402743098e+01,2.682157901065501449e+01,2.862362958033953575e+01,3.130429220486223585e+01,3.378342766669529595e+01,3.605202898692736113e+01,3.805540385664042446e+01,3.871503354957888376e+01,3.701146194080816798e+01,3.327115443821737273e+01,3.322195958453374232e+01,3.060728405340372049e+01,2.969426301378432598e+01,2.914231434862866621e+01,2.835682624051980838e+01,2.681886663980438712e+01,2.474989937486410341e+01,2.083920419855553874e+01,1.500672673762732856e+01,1.238545955284816102e+01,1.208553153395883406e+01,1.191793411020225335e+01,1.124288587999778422e+01,1.040542373994063752e+01,9.486920245926350859e+00,8.720222249500750422e+00,8.563009545827201308e+00,9.042317130385862711e+00,9.364126458634324024e+00,8.736992988820361461e+00,7.248455359218274552e+00,4.496721490666211629e+00,1.350261371573090452e+00,1.821456159743463207e-06
Slice_Area,3.661668594134688218e-06,1.388078190058880779e+00,2.443433104240835263e+00,4.682627555203588088e+00,5.770140502531114102e+00,8.091897014104432628e+00,1.062326617797977413e+01,1.202998503951448228e+01,1.351203099028320231e+01,1.648742511604687877e+01,1.894335244070671820e+01,2.015485425221556781e+01,2.264269446535711339e+01,2.591620617486681510e+01,2.827420080319818751e+01,2.889363492776027442e+01,2.889363492776030640e+01,2.889363492776024245e+01,2.889363492776026732e+01,2.889363492776025311e+01,2.889363492776025666e+01,2.889363492776023890e+01,2.889363492776027798e+01,2.889363492776023179e+01,2.879768940175725689e+01,2.830567415005812038e+01,2.752704121402743809e+01,2.682157901065498606e+01,2.862362958033954996e+01,3.130429220486228559e+01,3.378342766669532438e+01,3.605202898692738245e+01,3.805540385664042446e+01,3.871503354957884824e+01,3.701146194080817509e+01,3.327115443821737983e+01,3.322195958453373521e+01,3.060728405340371339e+01,2.969426301378433664e+01,2.914231434862862002e+01,2.835682624051980483e+01,2.681886663980438357e+01,2.474989937486411762e+01,2.083920419855553519e+01,1.500672673762733211e+01,1.238545955284817168e+01,1.208553153395885182e+01,1.191791305158571213e+01,1.124288587999777533e+01,1.040542373994065173e+01,9.486920245926373951e+00,8.720222249500748646e+00,8.563009545827213742e+00,9.042317130385852053e+00,9.364126458634309813e+00,8.736992988820363237e+00,7.248455359218271887e+00,4.496721490666220511e+00,1.350261371573088898e+00,1.821456159743463207e-06
Slice_Area,3.661668594134687794e-06,1.388078190058880779e+00,2.443433104240834819e+00,4.682627555203588088e+00,5.770140502531114102e+00,8.091897014104418417e+00,1.062326617797978301e+01,1.202998503951448939e+01,1.351203099028318100e+01,1.648742511604686811e+01,1.894335244070669688e+01,2.015485425221558202e+01,2.264269446535709207e+01,2.591620617486676181e+01,2.827420080319814488e+01,2.889363492776027442e+01,2.889363492776022468e+01,2.889363492776022468e+01,2.889363492776023890e+01,2.889363492776025666e+01,2.889363492776023534e+01,2.889363492776023179e+01,2.889363492776024245e+01,2.889363492776022468e+01,2.879768940175724623e+01,2.830567415005813814e+01,2.752704121402738480e+01,2.682157901065505357e+01,2.862362958033958549e+01,3.130429220486229624e+01,3.378342766669527464e+01,3.605202898692743219e+01,3.805540385664037473e+01,3.871503354957877008e+01,3.701146194080820351e+01,3.327115443821733720e+01,3.322195958453371389e+01,3.060728405340372404e+01,2.969426301378435085e+01,2.914231434862865910e+01,2.835682624051980127e+01,2.681886663980437291e+01,2.474989937486415315e+01,2.083920419855553163e+01,1.500672673762732856e+01,1.238545955284816280e+01,1.208553153395885005e+01,1.191791305158571568e+01,1.124288587999779310e+01,1.040542373994065706e+01,9.486920245926379280e+00,8.720222249500761080e+00,8.563009545827194202e+00,9.042317130385864488e+00,9.364126458634327577e+00,8.736992988820368566e+00,7.248455359218270111e+00,4.496721490666227616e+00,1.350261371573094227e+00,1.821456159743463207e-06
