"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 3.801867042415759e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.550130810885109e+04, 1.000000000000000e-10, 1.302419780589127e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.727189781607362e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.453873954901902e+04, 1.000000000000000e-10, 1.333972109509656e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 3.875597483241432e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.839263060926247e+04, 1.000000000000000e-10, 1.302762528802247e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 3.959204931970677e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.989618643837445e+04, 1.000000000000000e-10, 1.275669265331547e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 3.980254827358366e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.968754960937482e+04, 1.000000000000000e-10, 1.260479080230747e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 3.993448095852281e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.893224081887708e+04, 1.000000000000000e-10, 1.241886449704390e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.020645984405118e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.838122220022362e+04, 1.000000000000000e-10, 1.218596081937689e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.056413759544196e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.815736485624367e+04, 1.000000000000000e-10, 1.195933138846663e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.088780058561643e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.810834044627384e+04, 1.000000000000000e-10, 1.178055607190210e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.109471869602732e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.808336813689089e+04, 1.000000000000000e-10, 1.166912836929899e+09
