"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, 1.000000000000000e+00, 3.300000000000000e-03, 4.038033967002522e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.908737174623467e+04, 1.000000000000000e-10, 1.219300681729530e+09
1, 1.000000000000000e+00, -2.200000000000000e-03, 3.941604730687951e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.761672811312386e+04, 1.000000000000000e-10, 1.251838512476931e+09
6, 9.970624071000000e-01, 3.890565800000000e-03, 4.088367934264694e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.059980078783154e+04, 1.000000000000000e-10, 1.213404455278837e+09
7, 9.941250122000000e-01, 4.482116400000000e-03, 4.145267783019673e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.173264763023384e+04, 1.000000000000000e-10, 1.198795593467605e+09
8, 9.911863511000000e-01, 5.067337600000000e-03, 4.156051549927189e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.168774518498818e+04, 1.000000000000000e-10, 1.192603740969333e+09
9, 9.882453375000000e-01, 5.640619800000000e-03, 4.155167640563605e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.117099076116168e+04, 1.000000000000000e-10, 1.186046257114000e+09
10, 9.853025951000000e-01, 6.204961100000000e-03, 4.158887056455232e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.067751723486220e+04, 1.000000000000000e-10, 1.177342905365819e+09
11, 9.823582610000000e-01, 6.760941000000000e-03, 4.169587967495667e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.039272089250399e+04, 1.000000000000000e-10, 1.168014869740156e+09
12, 9.794123284000000e-01, 7.308384000000000e-03, 4.182012070728053e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.026439089051189e+04, 1.000000000000000e-10, 1.159976188806628e+09
13, 9.764641925999999e-01, 7.843832699999999e-03, 4.190671853092944e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.018273933417282e+04, 1.000000000000000e-10, 1.154513036680409e+09
14, 9.735146296000000e-01, 8.371372199999999e-03, 4.193924163224404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.008606181869886e+04, 1.000000000000000e-10, 1.151564787687435e+09
15, 9.705649844999999e-01, 8.898453400000001e-03, 4.191313615240816e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.994003608595180e+04, 1.000000000000000e-10, 1.150897485954963e+09
16, 9.676163612000001e-01, 9.431218700000001e-03, 4.185377975338374e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.977730481178423e+04, 1.000000000000000e-10, 1.151665702845378e+09
17, 9.646681685000000e-01, 9.966365099999999e-03, 4.177666716669006e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.961296315547984e+04, 1.000000000000000e-10, 1.153299281211304e+09
18, 9.617190649000000e-01, 1.049646250000000e-02, 4.169496222863147e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.945509282934199e+04, 1.000000000000000e-10, 1.155297138172003e+09
19, 9.587677714000000e-01, 1.101421520000000e-02, 4.161708421468616e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.930364046745251e+04, 1.000000000000000e-10, 1.157160767229231e+09
20, 9.558141732000000e-01, 1.151866560000000e-02, 4.154320738490009e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.915355151751760e+04, 1.000000000000000e-10, 1.158842130517038e+09
21, 9.528595023999999e-01, 1.201680390000000e-02, 4.147170832585227e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.901081522125103e+04, 1.000000000000000e-10, 1.160511981086653e+09
